id,edad,genero,recomendar,es_cliente_habitual,categoria_promocion,oferta_limitada,accesorios,deporte,gastronomía,hogar,hombre,marroquinería,mujer,mujer/hombre,niños/teens,servicios,tecnología,varios
1398,56,Masculino,1,1,mujer/hombre,1,0,1,0,1,1,1,1,0,0,0,0,0
325,50,Femenino,1,0,tecnología,0,1,1,0,0,1,1,0,1,0,1,1,0
1749,39,Masculino,0,0,niños/teens,1,1,1,1,1,1,1,1,1,0,1,1,1
1280,76,Masculino,0,0,varios,0,0,1,0,1,1,1,1,1,0,0,0,0
1589,43,Masculino,0,0,servicios,1,1,1,1,1,1,1,1,0,1,0,1,1
1124,26,Femenino,0,0,accesorios,1,0,0,0,0,0,0,0,0,1,1,0,1
1025,52,Femenino,0,0,hombre,1,1,1,0,0,0,1,0,1,0,0,1,1
1578,37,Femenino,0,0,niños/teens,0,1,0,0,0,0,1,1,0,0,0,0,0
1523,71,Femenino,0,0,gastronomía,1,0,1,0,0,0,0,0,1,0,0,0,0
1746,68,Femenino,0,0,hombre,0,0,0,0,0,0,1,0,0,0,0,0,0
795,35,Masculino,1,0,hogar,1,1,0,1,1,0,0,0,0,0,0,0,0
1814,62,Femenino,0,1,hogar,0,0,0,0,0,0,0,0,1,1,0,0,0
1531,66,Femenino,1,1,servicios,1,0,1,0,1,1,1,1,1,0,0,1,0
951,27,Femenino,1,0,hogar,0,1,1,0,1,0,0,0,1,0,0,0,0
702,57,Femenino,1,0,marroquinería,1,0,1,0,0,0,1,0,0,0,0,0,1
1778,31,Femenino,0,0,tecnología,1,0,1,1,1,1,0,1,1,0,1,0,0
1102,33,Femenino,0,0,tecnología,0,1,1,1,1,0,1,1,1,1,1,0,1
1845,68,Femenino,0,0,accesorios,1,0,1,0,0,0,0,0,1,0,0,0,0
941,34,Masculino,1,0,varios,1,1,1,1,0,1,1,0,1,1,1,1,1
1785,39,Masculino,0,0,hogar,0,1,0,0,0,0,1,0,1,1,0,1,1
708,24,Masculino,1,0,mujer/hombre,1,1,1,1,0,1,0,0,1,0,0,1,0
281,57,Femenino,1,0,niños/teens,0,1,0,0,1,0,1,0,1,1,1,1,1
769,72,Femenino,1,0,niños/teens,0,0,0,0,1,0,0,1,1,1,0,0,0
221,66,Masculino,1,1,marroquinería,1,0,0,0,0,0,1,0,0,0,0,1,0
449,66,Femenino,1,0,hogar,0,0,0,0,1,0,0,0,0,0,0,0,0
922,50,Femenino,1,1,mujer/hombre,0,1,1,1,0,1,0,1,1,1,1,1,1
408,33,Femenino,1,0,mujer/hombre,0,1,1,1,1,0,1,1,1,1,1,0,1
186,41,Masculino,1,0,hogar,1,1,1,1,1,0,1,0,1,1,0,0,1
378,37,Femenino,1,0,hogar,1,1,1,1,1,1,0,0,1,1,0,1,1
907,50,Masculino,1,0,hombre,1,0,0,0,1,1,0,1,0,0,1,0,1
446,60,Masculino,1,1,hombre,1,0,0,0,0,1,0,0,0,0,0,1,0
1691,19,Femenino,0,0,varios,1,1,0,0,0,1,0,1,1,1,0,0,0
945,33,Femenino,1,1,servicios,1,0,1,0,1,1,1,1,0,1,1,1,0
1165,15,Masculino,1,1,servicios,1,1,0,1,0,1,0,1,1,1,0,1,0
852,28,Femenino,1,0,servicios,1,0,1,0,1,1,1,1,1,0,1,0,1
430,39,Masculino,1,0,varios,1,0,1,0,0,0,0,0,1,0,1,0,1
604,29,Masculino,1,1,deporte,1,1,1,1,0,0,1,1,0,0,1,1,0
264,42,Femenino,1,1,mujer/hombre,1,0,1,1,0,0,1,1,1,1,0,1,1
1110,41,Femenino,0,0,deporte,0,0,0,0,1,0,0,0,0,0,0,1,0
1101,55,Femenino,0,0,mujer,1,0,0,0,0,0,0,0,1,1,0,0,0
1354,45,Femenino,1,1,accesorios,1,0,0,0,1,0,0,0,0,0,0,0,0
1727,31,Masculino,0,1,hogar,0,1,0,1,0,0,0,1,1,1,1,0,1
323,25,Masculino,1,0,tecnología,1,0,0,0,0,0,1,0,0,0,0,1,0
1205,53,Masculino,1,1,accesorios,1,0,1,0,1,1,1,1,1,1,0,1,1
105,61,Femenino,1,0,mujer,1,0,0,0,0,0,0,1,0,0,0,0,0
669,67,Masculino,1,0,tecnología,1,0,0,0,1,0,0,0,0,0,0,1,0
289,15,Masculino,1,0,gastronomía,0,0,0,1,0,0,0,0,0,1,0,0,0
329,48,Femenino,1,1,mujer/hombre,0,0,0,0,1,0,0,0,1,1,0,0,1
1241,60,Femenino,0,0,servicios,1,0,0,0,0,0,0,0,0,1,0,0,0
1322,43,Masculino,0,0,hombre,1,0,0,0,0,0,1,1,1,0,1,0,0
547,39,Masculino,1,1,gastronomía,1,0,0,1,0,1,1,0,0,1,0,1,0
1291,37,Masculino,0,0,deporte,1,0,0,0,0,1,0,0,1,0,0,0,0
1623,75,Masculino,0,0,servicios,1,0,0,0,0,1,0,0,1,0,0,0,0
1587,49,Masculino,1,1,accesorios,1,0,0,0,0,0,0,1,0,0,0,1,0
1285,50,Masculino,0,0,servicios,1,1,1,1,1,1,1,1,0,1,0,1,1
1488,77,Femenino,0,0,accesorios,1,0,1,0,1,1,0,1,1,0,0,1,0
173,70,Femenino,1,1,hogar,0,0,1,0,1,1,1,0,1,1,0,0,0
409,47,Masculino,1,0,servicios,1,0,1,1,0,0,0,0,0,0,1,0,0
1250,54,Femenino,0,0,mujer/hombre,1,1,1,0,0,0,0,0,0,1,0,0,1
544,33,Femenino,1,0,mujer,1,1,1,1,1,1,1,1,1,0,1,0,1
499,44,Femenino,1,0,accesorios,0,1,0,0,1,1,1,1,1,0,0,1,1
431,15,Masculino,1,0,mujer/hombre,1,1,0,1,0,0,0,1,1,1,0,0,0
584,59,Femenino,1,0,hombre,1,0,1,0,1,1,1,0,0,1,1,0,0
1198,46,Femenino,0,0,servicios,1,0,0,0,1,0,0,0,0,1,0,0,0
1195,26,Femenino,0,0,niños/teens,1,1,0,0,0,0,0,0,1,0,0,0,0
942,21,Femenino,1,0,hombre,1,1,1,1,0,1,0,0,1,1,0,1,0
560,32,Masculino,1,1,deporte,1,0,1,0,0,0,0,0,1,0,0,0,0
1213,50,Femenino,0,0,marroquinería,1,1,1,1,0,1,0,1,1,1,0,1,1
1635,50,Femenino,0,0,mujer/hombre,1,1,1,1,0,0,0,0,0,0,0,0,1
1519,39,Femenino,0,0,hogar,0,0,0,1,0,0,0,0,1,0,0,0,0
487,52,Femenino,1,0,niños/teens,1,1,1,0,1,0,1,0,1,1,1,0,1
859,35,Masculino,1,0,tecnología,1,1,1,0,0,1,0,1,0,1,1,1,1
926,41,Masculino,1,0,deporte,1,0,1,1,0,1,0,1,0,0,0,1,1
526,50,Femenino,1,0,servicios,0,0,0,0,1,0,0,1,0,0,1,0,0
133,68,Masculino,1,1,deporte,1,0,1,0,1,1,1,0,1,0,0,0,0
208,60,Femenino,1,0,hogar,0,0,1,0,1,0,0,0,0,0,0,1,0
1556,56,Femenino,0,0,varios,0,1,0,1,0,1,1,0,1,1,1,1,0
1468,41,Femenino,0,0,hogar,1,1,0,0,0,1,0,1,0,1,0,0,1
303,20,Femenino,1,0,mujer/hombre,1,0,0,0,0,0,0,1,1,0,0,0,0
527,45,Femenino,1,0,accesorios,1,1,0,0,1,0,0,0,1,0,0,0,0
1123,42,Femenino,1,1,niños/teens,1,1,1,0,1,0,0,0,1,0,0,0,0
333,49,Masculino,1,0,hombre,1,1,1,0,1,1,0,0,1,1,1,0,1
593,54,Femenino,1,0,tecnología,1,1,1,0,0,0,0,0,0,0,1,1,1
883,19,Femenino,1,0,niños/teens,0,1,1,1,0,0,0,1,1,1,0,1,0
1751,52,Masculino,0,0,mujer,0,0,1,0,1,0,0,0,0,0,1,0,0
179,50,Masculino,1,0,hombre,0,0,0,0,1,1,0,0,0,0,0,0,0
1092,67,Femenino,1,1,varios,1,0,0,0,1,1,1,1,1,1,0,0,0
354,69,Femenino,1,0,hombre,0,0,1,0,1,1,0,1,0,1,0,0,0
1267,28,Femenino,0,1,accesorios,0,0,1,1,1,1,1,1,1,1,1,1,1
418,37,Femenino,1,0,deporte,0,0,1,0,0,0,1,0,0,0,0,0,0
764,34,Femenino,1,0,gastronomía,1,0,0,1,0,0,0,1,0,0,0,0,0
1271,23,Femenino,0,0,varios,1,0,0,1,0,0,0,0,1,0,0,1,0
1437,59,Femenino,0,0,mujer/hombre,0,1,1,1,0,1,0,1,0,1,1,1,1
1131,42,Masculino,0,0,gastronomía,1,1,1,0,1,1,1,1,1,1,1,1,1
829,55,Femenino,1,0,mujer/hombre,0,1,1,0,1,1,1,1,1,0,1,1,0
500,18,Masculino,1,0,mujer,1,0,1,0,0,1,0,1,1,0,0,1,0
841,30,Masculino,1,1,marroquinería,1,1,1,1,0,0,1,0,1,1,1,0,1
1825,44,Femenino,0,0,varios,1,0,1,0,1,0,0,0,0,0,0,0,0
998,25,Masculino,0,0,mujer,1,1,1,1,1,1,1,0,1,1,1,1,1
1735,62,Femenino,0,0,servicios,0,0,1,0,1,1,0,0,0,0,0,0,0
1128,57,Femenino,1,1,hombre,1,1,1,0,0,0,1,0,0,0,1,0,1
1597,65,Masculino,0,0,niños/teens,1,0,1,0,0,1,0,1,0,0,0,1,0
31,58,Femenino,1,1,hogar,0,0,0,1,1,0,1,0,0,0,1,0,1
1328,38,Femenino,0,0,accesorios,0,0,0,0,1,0,0,1,0,1,0,0,1
373,15,Masculino,1,1,deporte,1,1,1,0,0,1,0,1,0,0,0,1,0
672,57,Masculino,1,0,deporte,0,0,1,0,0,0,0,0,0,1,1,0,1
537,59,Femenino,1,1,deporte,1,1,1,0,1,1,1,1,1,1,1,0,1
1645,69,Masculino,0,0,niños/teens,1,0,1,0,0,1,0,0,1,0,0,1,0
528,35,Femenino,1,0,deporte,1,0,1,0,0,0,0,1,0,0,1,0,0
757,65,Femenino,1,0,mujer,1,0,0,0,0,0,0,1,0,0,0,0,0
1212,61,Femenino,0,0,accesorios,1,0,0,0,0,1,0,0,1,1,0,1,0
697,53,Femenino,1,1,niños/teens,0,0,0,0,0,0,0,0,1,1,0,0,0
896,48,Masculino,1,0,tecnología,1,1,0,1,0,1,0,0,0,0,0,1,1
1465,37,Femenino,0,0,gastronomía,1,0,1,0,1,1,1,1,1,1,1,0,1
1485,27,Femenino,0,1,mujer/hombre,0,1,0,1,1,1,1,0,0,0,0,0,1
366,49,Masculino,1,0,gastronomía,0,1,1,1,0,1,0,1,0,0,0,0,0
1543,25,Femenino,0,0,hogar,1,1,1,1,0,1,1,1,1,1,0,1,0
657,28,Masculino,1,0,gastronomía,1,0,0,1,0,0,0,0,1,0,0,0,0
380,25,Femenino,1,1,mujer/hombre,1,0,0,0,1,1,1,0,1,0,1,1,0
1225,18,Femenino,0,0,niños/teens,0,1,1,0,0,1,0,0,1,0,0,1,0
1007,46,Masculino,0,0,mujer/hombre,1,1,0,1,1,0,1,0,0,1,0,0,1
240,58,Femenino,1,1,hogar,1,1,1,1,1,0,1,0,1,1,1,1,1
1484,48,Femenino,0,0,mujer/hombre,1,1,1,1,0,1,1,1,0,1,1,1,1
1428,17,Femenino,0,0,tecnología,1,1,0,1,0,1,0,0,1,1,0,0,0
872,23,Femenino,1,0,accesorios,0,1,0,0,0,1,0,0,0,0,0,0,0
1706,34,Masculino,1,1,mujer,1,0,0,0,0,1,0,0,0,0,0,0,0
1434,52,Masculino,0,1,mujer,0,1,1,1,1,1,1,0,1,1,0,1,1
1505,61,Masculino,0,0,hogar,0,0,1,0,0,1,0,0,1,0,0,1,0
1066,70,Masculino,0,0,servicios,1,0,0,0,1,0,1,1,0,0,0,1,0
561,52,Femenino,1,0,servicios,0,0,0,0,0,0,0,0,0,0,1,0,0
1158,76,Femenino,1,1,mujer,1,0,1,0,0,1,0,0,1,0,0,1,0
1277,43,Masculino,0,0,gastronomía,1,1,1,0,0,0,0,1,1,0,1,1,0
207,21,Masculino,1,0,gastronomía,1,0,0,1,0,1,0,0,0,0,0,0,0
1231,42,Femenino,0,0,varios,0,0,0,0,0,0,0,1,0,0,1,0,0
35,14,Femenino,1,0,gastronomía,0,1,0,1,0,1,0,1,1,0,0,1,0
960,33,Masculino,1,0,mujer,1,0,1,1,1,0,1,1,1,0,0,0,0
299,14,Femenino,1,1,mujer/hombre,0,0,1,0,0,0,0,0,1,0,0,0,0
1517,71,Femenino,0,0,varios,1,0,0,0,1,0,0,0,0,1,0,1,0
344,39,Masculino,1,1,hombre,1,1,0,1,1,1,0,0,1,0,1,0,0
1384,78,Femenino,0,0,servicios,1,0,1,0,1,1,0,1,1,1,0,1,0
1650,21,Femenino,0,0,hogar,1,0,0,1,0,1,0,1,1,0,0,1,0
1412,69,Femenino,0,0,accesorios,1,0,0,0,0,1,0,1,0,0,0,0,0
1272,37,Masculino,0,0,gastronomía,1,0,1,0,0,0,1,0,0,1,0,1,1
1268,28,Femenino,0,0,niños/teens,1,0,0,0,1,0,1,1,1,0,0,0,0
1663,43,Masculino,0,0,gastronomía,0,0,1,0,0,1,0,1,0,0,0,0,1
675,55,Femenino,1,0,hogar,0,0,0,1,1,1,1,0,0,1,1,1,0
563,64,Femenino,1,1,niños/teens,1,0,0,0,0,0,1,1,0,1,0,0,0
620,68,Masculino,1,0,hogar,1,0,1,0,1,1,0,0,0,0,0,0,0
1306,29,Masculino,0,0,mujer,0,0,0,0,1,0,0,0,1,0,0,1,0
410,68,Masculino,1,0,hombre,1,0,0,0,0,1,0,0,0,0,0,0,0
623,65,Femenino,1,1,mujer,0,0,0,0,0,0,1,1,0,0,0,0,0
671,22,Femenino,1,1,accesorios,1,1,0,0,0,0,0,0,0,0,0,0,0
1396,29,Femenino,0,0,gastronomía,0,0,0,0,0,0,0,1,0,0,0,1,0
506,78,Femenino,1,0,deporte,1,0,1,0,1,1,0,1,1,1,0,1,0
1133,36,Masculino,0,0,hombre,0,0,1,0,0,0,1,0,0,0,0,0,0
1726,51,Masculino,0,0,marroquinería,1,1,0,0,1,0,0,1,1,0,1,1,0
1822,23,Masculino,0,0,marroquinería,0,0,0,1,0,1,0,1,1,0,0,0,0
1037,16,Masculino,1,1,servicios,1,0,1,1,0,1,0,0,0,1,0,1,0
730,41,Femenino,1,0,accesorios,1,1,1,1,0,1,1,1,1,1,1,1,1
238,18,Masculino,1,1,hombre,1,0,1,1,0,1,0,1,1,1,0,1,0
1652,60,Masculino,0,0,servicios,1,0,1,0,0,1,0,0,0,1,0,1,0
1383,51,Femenino,0,0,niños/teens,0,1,0,1,0,0,1,1,1,0,1,0,1
99,66,Masculino,1,0,hogar,1,0,1,0,1,1,1,1,1,1,0,0,0
771,38,Femenino,1,0,gastronomía,0,1,1,1,1,1,1,1,1,0,1,0,1
705,40,Masculino,1,0,gastronomía,1,1,1,1,0,0,0,1,1,1,1,1,0
37,33,Masculino,1,0,hombre,1,0,1,0,1,1,1,0,1,0,0,0,0
464,16,Femenino,1,0,mujer,1,0,0,0,0,0,0,1,1,1,0,0,0
514,21,Femenino,1,1,niños/teens,0,0,0,0,0,0,0,0,0,1,0,0,0
1601,50,Femenino,0,0,servicios,1,1,1,1,1,1,1,1,1,1,0,1,1
1632,33,Femenino,0,1,marroquinería,0,0,0,0,0,0,0,0,1,0,1,1,0
1512,26,Masculino,0,0,varios,1,0,1,0,1,1,0,0,0,0,0,1,0
248,20,Masculino,1,0,niños/teens,0,0,0,1,0,1,0,0,0,1,0,0,0
358,55,Femenino,1,1,varios,0,0,0,1,0,0,0,0,0,1,0,0,1
456,68,Femenino,1,0,marroquinería,1,0,0,0,1,1,1,1,1,1,0,1,0
275,76,Femenino,1,0,marroquinería,1,0,1,0,1,0,1,0,1,0,0,1,0
664,33,Femenino,1,0,hogar,1,0,1,0,1,1,1,1,1,1,1,1,1
568,57,Masculino,1,0,deporte,1,1,1,1,0,0,1,1,0,1,1,0,1
1617,54,Femenino,1,1,hombre,1,0,1,0,0,0,0,0,0,0,0,1,0
1593,56,Femenino,0,0,hogar,1,0,1,0,0,0,0,0,0,0,0,0,0
1217,19,Masculino,0,1,marroquinería,0,0,1,0,0,0,0,0,1,0,0,1,0
539,68,Masculino,1,0,hogar,1,0,1,0,1,1,1,1,1,0,0,0,0
938,54,Femenino,1,0,marroquinería,1,1,0,1,0,0,1,1,0,0,1,0,0
1592,58,Masculino,0,0,mujer,1,0,0,1,0,1,1,0,0,0,1,0,0
372,42,Masculino,1,0,gastronomía,1,0,1,1,0,0,1,0,1,0,0,0,1
1340,36,Masculino,0,0,mujer,1,1,1,1,0,1,1,0,0,1,1,1,1
1359,59,Masculino,0,0,accesorios,1,0,0,0,0,1,1,0,0,0,1,1,1
1678,51,Masculino,0,0,niños/teens,1,0,0,1,1,1,1,1,1,0,1,1,1
111,21,Femenino,1,1,mujer,1,0,1,0,0,0,0,1,0,1,0,1,0
615,62,Femenino,1,1,hogar,1,0,1,0,1,1,0,0,1,1,0,1,0
239,23,Femenino,1,0,gastronomía,1,0,0,1,0,0,0,0,0,1,0,0,0
1143,71,Femenino,1,1,mujer,1,0,0,0,1,0,1,0,0,0,0,0,0
1146,24,Masculino,1,1,hombre,1,0,1,1,0,0,0,1,0,1,0,1,0
909,27,Femenino,1,0,accesorios,1,1,1,0,0,0,0,0,0,0,0,0,0
1702,78,Femenino,0,0,accesorios,1,0,1,0,1,1,1,0,1,1,0,1,0
513,72,Femenino,1,1,niños/teens,1,0,0,0,0,0,1,0,1,1,0,0,0
297,48,Femenino,1,0,tecnología,0,1,1,1,0,0,1,1,1,1,1,1,1
1473,75,Masculino,0,0,accesorios,1,0,1,0,1,1,1,0,1,1,0,1,0
892,56,Femenino,1,0,deporte,0,1,1,1,1,0,1,1,0,1,1,1,1
642,73,Femenino,1,0,hogar,1,0,1,0,1,1,0,1,0,1,0,1,0
1300,70,Masculino,1,1,niños/teens,1,0,1,0,0,1,1,1,1,0,0,0,0
1526,31,Masculino,1,1,hombre,1,1,1,1,1,0,1,0,1,1,1,1,1
414,14,Masculino,1,0,mujer,1,1,1,0,0,0,0,1,0,1,0,1,0
1282,55,Femenino,0,0,niños/teens,1,0,0,0,1,0,0,1,0,0,0,0,0
425,60,Masculino,1,0,deporte,0,0,1,0,0,0,0,0,0,0,0,0,0
1459,30,Masculino,0,0,servicios,1,1,1,0,1,1,1,1,0,1,0,1,1
1432,34,Masculino,0,0,marroquinería,1,1,1,1,0,1,0,1,1,1,1,1,1
131,36,Masculino,1,0,accesorios,0,1,1,1,0,1,0,1,1,1,1,1,1
1057,41,Femenino,0,0,tecnología,1,1,0,1,0,0,0,0,0,0,1,0,1
1020,73,Femenino,0,0,varios,1,0,1,0,1,1,0,0,1,1,0,1,0
72,52,Femenino,1,0,hogar,1,1,0,1,1,0,1,0,1,1,1,0,0
1557,68,Femenino,0,0,niños/teens,1,0,1,0,0,0,0,0,0,0,0,0,0
1154,47,Femenino,0,0,varios,1,1,0,0,1,1,1,1,0,1,1,1,0
1854,79,Femenino,0,0,servicios,0,0,0,0,0,0,0,1,0,0,0,0,0
22,53,Femenino,1,0,servicios,1,1,1,1,1,0,0,1,0,1,1,1,0
1008,26,Femenino,0,0,gastronomía,1,1,1,0,1,1,1,1,1,1,1,1,1
180,56,Femenino,1,0,servicios,0,1,1,0,1,1,1,0,1,1,1,0,0
813,46,Masculino,1,0,accesorios,1,1,1,0,1,1,1,1,1,0,1,0,0
384,54,Masculino,1,1,marroquinería,0,0,0,0,0,0,1,0,0,0,0,0,1
1303,59,Femenino,0,0,marroquinería,0,0,0,1,0,1,0,1,0,1,1,1,0
1395,27,Masculino,1,1,servicios,1,1,1,1,1,1,1,1,0,1,0,1,0
748,43,Femenino,1,1,marroquinería,1,0,1,0,1,0,1,0,0,0,0,0,0
45,15,Masculino,1,0,mujer/hombre,1,1,1,0,0,1,0,1,1,1,0,0,0
1799,45,Masculino,0,0,gastronomía,0,1,1,0,1,1,1,1,1,1,1,1,1
1079,19,Femenino,0,0,hogar,0,1,0,1,0,1,0,1,1,1,0,1,0
1736,38,Femenino,0,0,accesorios,1,0,0,0,0,0,0,1,1,1,1,1,0
1372,41,Masculino,0,0,tecnología,1,1,1,1,1,0,1,1,0,0,1,0,1
1731,34,Femenino,0,0,hombre,1,1,1,0,0,0,0,0,1,0,1,0,0
868,30,Femenino,1,1,mujer/hombre,0,0,0,0,1,0,0,0,1,1,0,0,0
673,18,Masculino,1,1,accesorios,1,1,0,1,0,0,0,0,0,0,0,0,0
1309,36,Femenino,0,0,servicios,0,0,0,1,0,0,0,1,0,0,0,0,0
811,79,Masculino,1,1,marroquinería,0,0,1,0,0,0,1,0,0,0,0,0,0
587,27,Femenino,1,1,hogar,1,1,1,1,1,1,1,1,1,1,0,0,0
1350,39,Masculino,0,0,gastronomía,1,0,1,0,0,1,1,0,1,1,0,0,0
618,51,Femenino,1,1,hombre,1,1,1,1,1,1,1,1,1,1,1,0,0
302,50,Femenino,1,0,gastronomía,0,0,1,1,0,0,0,0,0,1,0,0,0
1651,68,Femenino,0,0,mujer/hombre,1,0,1,0,0,0,0,1,0,1,0,1,0
952,55,Masculino,1,0,deporte,1,0,1,0,0,1,1,0,1,0,1,1,1
1023,72,Femenino,0,1,accesorios,0,0,1,0,1,1,0,0,1,1,0,1,0
259,78,Femenino,1,0,deporte,0,0,1,0,0,0,0,0,0,0,0,0,0
437,28,Masculino,1,0,gastronomía,1,1,1,1,1,1,1,0,1,1,1,1,1
113,15,Femenino,1,0,gastronomía,0,0,1,1,0,1,0,1,1,1,0,1,0
2,76,Femenino,1,0,deporte,0,0,1,0,1,1,0,0,1,0,0,0,0
343,54,Femenino,1,0,varios,1,0,1,1,1,0,0,0,1,1,1,1,1
116,23,Masculino,1,0,deporte,1,0,1,0,0,0,0,1,1,1,0,1,0
1070,48,Masculino,1,1,servicios,1,0,0,0,1,1,0,0,1,1,0,1,0
1834,26,Femenino,0,0,marroquinería,0,0,1,1,1,1,0,1,0,0,1,0,1
723,57,Femenino,1,0,niños/teens,1,0,1,0,1,0,1,0,1,1,0,1,0
1324,18,Masculino,0,0,gastronomía,1,1,1,0,0,0,0,0,1,0,0,0,0
243,80,Femenino,1,0,hombre,1,0,1,0,1,1,1,0,1,0,0,1,0
601,59,Masculino,1,0,tecnología,0,0,0,0,0,0,0,0,0,0,0,1,0
32,31,Masculino,1,1,mujer,1,0,1,0,1,1,1,1,0,0,0,0,0
936,67,Masculino,1,0,marroquinería,0,0,0,0,1,1,1,0,1,1,0,0,0
1288,40,Femenino,0,0,deporte,1,0,0,1,1,0,0,0,0,1,0,1,1
638,79,Femenino,1,1,deporte,1,0,1,0,1,1,1,1,1,1,0,0,0
350,30,Femenino,1,0,marroquinería,0,1,0,1,1,0,1,1,1,0,1,1,0
1441,77,Femenino,0,0,accesorios,1,0,1,0,0,1,1,1,0,1,0,0,0
385,33,Masculino,1,0,servicios,1,0,1,0,0,0,0,0,0,1,1,0,1
142,51,Femenino,1,0,servicios,1,1,1,0,0,1,0,0,1,0,1,1,1
619,26,Masculino,1,0,marroquinería,1,0,1,1,1,1,1,1,1,1,1,1,1
1374,73,Femenino,1,1,hogar,1,0,0,0,0,0,1,0,1,1,0,1,0
1411,54,Femenino,0,0,gastronomía,0,1,1,0,1,0,0,1,1,1,0,1,1
828,54,Femenino,1,1,marroquinería,0,0,0,0,1,0,1,0,1,1,0,1,1
1094,58,Masculino,0,0,hogar,1,0,0,0,0,0,0,1,0,1,1,1,0
1347,73,Masculino,1,1,accesorios,1,0,1,0,1,1,0,0,1,1,0,1,0
847,36,Femenino,1,1,mujer/hombre,1,1,1,0,1,1,0,0,1,0,0,0,0
1072,34,Femenino,0,0,marroquinería,1,0,0,0,0,0,0,1,0,1,0,0,1
160,47,Femenino,1,0,accesorios,1,1,1,1,1,1,0,1,1,1,0,0,1
949,43,Femenino,1,0,mujer/hombre,1,0,1,0,1,1,0,0,1,0,1,0,0
683,35,Femenino,1,0,varios,0,0,1,1,0,0,0,1,0,0,0,0,1
762,36,Femenino,1,0,tecnología,1,1,1,1,1,1,1,0,0,1,1,1,1
957,62,Femenino,1,0,mujer/hombre,1,0,0,0,0,0,0,0,1,0,0,0,0
